Date,Open,High,Low,Close,Adj Close,Volume
5/31/2017,2415.629883,2415.98999,2403.590088,2411.800049,2411.800049,4516110000
6/1/2017,2415.649902,2430.060059,2413.540039,2430.060059,2430.060059,3857140000
6/2/2017,2431.280029,2440.22998,2427.709961,2439.070068,2439.070068,3461680000
6/5/2017,2437.830078,2439.550049,2434.320068,2436.100098,2436.100098,2912600000
6/6/2017,2431.919922,2436.209961,2428.120117,2429.330078,2429.330078,3357840000
6/7/2017,2432.030029,2435.280029,2424.75,2433.139893,2433.139893,3572300000
6/8/2017,2434.27002,2439.27002,2427.939941,2433.790039,2433.790039,3728860000
6/9/2017,2436.389893,2446.199951,2415.699951,2431.77002,2431.77002,4027340000
6/12/2017,2425.879883,2430.379883,2419.969971,2429.389893,2429.389893,4027750000
6/13/2017,2434.149902,2441.48999,2431.280029,2440.350098,2440.350098,3275500000
6/14/2017,2443.75,2443.75,2428.340088,2437.919922,2437.919922,3555590000
6/15/2017,2424.139893,2433.949951,2418.530029,2432.459961,2432.459961,3353050000
6/16/2017,2431.23999,2433.149902,2422.879883,2433.149902,2433.149902,5284720000
6/19/2017,2442.550049,2453.820068,2441.790039,2453.459961,2453.459961,3264700000
6/20/2017,2450.659912,2450.659912,2436.600098,2437.030029,2437.030029,3416510000
6/21/2017,2439.310059,2442.22998,2430.73999,2435.610107,2435.610107,3594820000
6/22/2017,2437.399902,2441.620117,2433.27002,2434.5,2434.5,3468210000
6/23/2017,2434.649902,2441.399902,2431.110107,2438.300049,2438.300049,5278330000
6/26/2017,2443.320068,2450.419922,2437.030029,2439.070068,2439.070068,3238970000
6/27/2017,2436.340088,2440.149902,2419.379883,2419.379883,2419.379883,3563910000
6/28/2017,2428.699951,2442.969971,2428.02002,2440.689941,2440.689941,3500800000
6/29/2017,2442.379883,2442.72998,2405.699951,2419.699951,2419.699951,3900280000
6/30/2017,2429.199951,2432.709961,2421.649902,2423.409912,2423.409912,3361590000
7/3/2017,2431.389893,2439.169922,2428.689941,2429.01001,2429.01001,1962290000
7/5/2017,2430.780029,2434.899902,2422.050049,2432.540039,2432.540039,3367220000
7/6/2017,2423.439941,2424.280029,2407.699951,2409.75,2409.75,3364520000
7/7/2017,2413.52002,2426.919922,2413.52002,2425.179932,2425.179932,2901330000
7/10/2017,2424.51001,2432,2422.27002,2427.429932,2427.429932,2999130000
7/11/2017,2427.350098,2429.300049,2412.790039,2425.530029,2425.530029,3106750000
7/12/2017,2435.75,2445.76001,2435.75,2443.25,2443.25,3171620000
7/13/2017,2444.98999,2449.320068,2441.689941,2447.830078,2447.830078,3067670000
7/14/2017,2449.159912,2463.540039,2446.689941,2459.27002,2459.27002,2736640000
7/17/2017,2459.5,2462.820068,2457.159912,2459.139893,2459.139893,2793170000
7/18/2017,2455.879883,2460.919922,2450.340088,2460.610107,2460.610107,2962130000
7/19/2017,2463.850098,2473.830078,2463.850098,2473.830078,2473.830078,3059760000
7/20/2017,2475.560059,2477.620117,2468.429932,2473.449951,2473.449951,3182780000
7/21/2017,2467.399902,2472.540039,2465.060059,2472.540039,2472.540039,3059570000
7/24/2017,2472.040039,2473.100098,2466.320068,2469.909912,2469.909912,3010240000
7/25/2017,2477.879883,2481.23999,2474.909912,2477.129883,2477.129883,4108060000
7/26/2017,2479.969971,2481.689941,2474.939941,2477.830078,2477.830078,3557020000
7/27/2017,2482.76001,2484.040039,2459.929932,2475.419922,2475.419922,3995520000
7/28/2017,2469.120117,2473.530029,2464.659912,2472.100098,2472.100098,3294770000
7/31/2017,2475.939941,2477.959961,2468.530029,2470.300049,2470.300049,3469210000
8/1/2017,2477.100098,2478.51001,2471.139893,2476.350098,2476.350098,3460860000
8/2/2017,2480.379883,2480.379883,2466.47998,2477.570068,2477.570068,3478580000
8/3/2017,2476.030029,2476.030029,2468.850098,2472.159912,2472.159912,3645020000
8/4/2017,2476.879883,2480,2472.080078,2476.830078,2476.830078,3235140000
8/7/2017,2477.139893,2480.949951,2475.879883,2480.909912,2480.909912,2931780000
8/8/2017,2478.350098,2490.870117,2470.320068,2474.919922,2474.919922,3344640000
8/9/2017,2465.350098,2474.409912,2462.080078,2474.02002,2474.02002,3308060000
8/10/2017,2465.379883,2465.379883,2437.75,2438.209961,2438.209961,3621070000
8/11/2017,2441.040039,2448.090088,2437.850098,2441.320068,2441.320068,3159930000
8/14/2017,2454.959961,2468.219971,2454.959961,2465.840088,2465.840088,2822550000
8/15/2017,2468.659912,2468.899902,2461.610107,2464.610107,2464.610107,2913100000
8/16/2017,2468.629883,2474.929932,2463.860107,2468.110107,2468.110107,2953650000
8/17/2017,2462.949951,2465.02002,2430.01001,2430.01001,2430.01001,3142620000
8/18/2017,2427.639893,2440.27002,2420.689941,2425.550049,2425.550049,3415680000
8/21/2017,2425.5,2430.580078,2417.350098,2428.370117,2428.370117,2788150000
8/22/2017,2433.75,2454.77002,2433.669922,2452.51001,2452.51001,2777490000
8/23/2017,2444.879883,2448.909912,2441.419922,2444.040039,2444.040039,2785290000
8/24/2017,2447.909912,2450.389893,2436.189941,2438.969971,2438.969971,2846590000
8/25/2017,2444.719971,2453.959961,2442.219971,2443.050049,2443.050049,2588780000
8/28/2017,2447.350098,2449.120117,2439.030029,2444.23999,2444.23999,2677700000
8/29/2017,2431.939941,2449.189941,2428.199951,2446.300049,2446.300049,2737580000
8/30/2017,2446.060059,2460.310059,2443.77002,2457.590088,2457.590088,2633660000
8/31/2017,2462.649902,2475.01001,2462.649902,2471.649902,2471.649902,3348110000
9/1/2017,2474.419922,2480.379883,2473.850098,2476.550049,2476.550049,2710730000
9/5/2017,2470.350098,2471.969971,2446.550049,2457.850098,2457.850098,3490260000
9/6/2017,2463.830078,2469.639893,2459.199951,2465.540039,2465.540039,3374410000
9/7/2017,2468.060059,2468.620117,2460.290039,2465.100098,2465.100098,3353930000
9/8/2017,2462.25,2467.110107,2459.399902,2461.429932,2461.429932,3302490000
9/11/2017,2474.52002,2488.949951,2474.52002,2488.110107,2488.110107,3291760000
9/12/2017,2491.939941,2496.77002,2490.370117,2496.47998,2496.47998,3230920000
9/13/2017,2493.889893,2498.370117,2492.139893,2498.370117,2498.370117,3368050000
9/14/2017,2494.560059,2498.429932,2491.350098,2495.620117,2495.620117,3414460000
9/15/2017,2495.669922,2500.22998,2493.159912,2500.22998,2500.22998,4853170000
9/18/2017,2502.51001,2508.320068,2499.919922,2503.870117,2503.870117,3194300000
9/19/2017,2506.290039,2507.840088,2503.189941,2506.649902,2506.649902,3249100000
9/20/2017,2506.840088,2508.850098,2496.669922,2508.23999,2508.23999,3530010000
9/21/2017,2507.159912,2507.159912,2499,2500.600098,2500.600098,2930860000
9/22/2017,2497.26001,2503.469971,2496.540039,2502.219971,2502.219971,2865960000
9/25/2017,2499.389893,2502.540039,2488.030029,2496.659912,2496.659912,3297890000
9/26/2017,2501.040039,2503.51001,2495.120117,2496.840088,2496.840088,3043110000
9/27/2017,2503.300049,2511.75,2495.909912,2507.040039,2507.040039,3456030000
9/28/2017,2503.409912,2510.810059,2502.929932,2510.060059,2510.060059,3168620000
9/29/2017,2509.959961,2519.439941,2507.98999,2519.360107,2519.360107,3211920000
10/2/2017,2521.199951,2529.22998,2520.399902,2529.120117,2529.120117,3199730000
10/3/2017,2530.340088,2535.129883,2528.850098,2534.580078,2534.580078,3068850000
10/4/2017,2533.47998,2540.530029,2531.800049,2537.73999,2537.73999,3017120000
10/5/2017,2540.860107,2552.51001,2540.02002,2552.070068,2552.070068,3045120000
10/6/2017,2547.439941,2549.409912,2543.790039,2549.330078,2549.330078,2884570000
10/9/2017,2551.389893,2551.820068,2541.600098,2544.72998,2544.72998,2483970000
10/10/2017,2549.98999,2555.22998,2544.860107,2550.639893,2550.639893,2960500000
10/11/2017,2550.620117,2555.23999,2547.949951,2555.23999,2555.23999,2976090000
10/12/2017,2552.879883,2555.330078,2548.310059,2550.929932,2550.929932,3151510000
10/13/2017,2555.659912,2557.649902,2552.090088,2553.169922,2553.169922,3149440000
10/16/2017,2555.570068,2559.469971,2552.639893,2557.639893,2557.639893,2916020000
10/17/2017,2557.169922,2559.709961,2554.689941,2559.360107,2559.360107,2889390000
10/18/2017,2562.870117,2564.110107,2559.669922,2561.26001,2561.26001,2998090000
10/19/2017,2553.389893,2562.360107,2547.919922,2562.100098,2562.100098,2990710000
10/20/2017,2567.560059,2575.439941,2567.560059,2575.209961,2575.209961,3384650000
10/23/2017,2578.080078,2578.290039,2564.330078,2564.97998,2564.97998,3211710000
10/24/2017,2568.659912,2572.179932,2565.580078,2569.129883,2569.129883,3427330000
10/25/2017,2566.52002,2567.399902,2544,2557.149902,2557.149902,3874510000
10/26/2017,2560.080078,2567.070068,2559.800049,2560.399902,2560.399902,3869050000
10/27/2017,2570.26001,2582.97998,2565.939941,2581.070068,2581.070068,3887110000
10/30/2017,2577.75,2580.030029,2568.25,2572.830078,2572.830078,3658870000
10/31/2017,2575.98999,2578.290039,2572.149902,2575.26001,2575.26001,3827230000
11/1/2017,2583.209961,2588.399902,2574.919922,2579.360107,2579.360107,3813180000
11/2/2017,2579.459961,2581.110107,2566.169922,2579.850098,2579.850098,4048270000
11/3/2017,2581.929932,2588.419922,2576.77002,2587.840088,2587.840088,3567710000
11/6/2017,2587.469971,2593.379883,2585.659912,2591.129883,2591.129883,3539080000
11/7/2017,2592.110107,2597.02002,2584.350098,2590.639893,2590.639893,3809650000
11/8/2017,2588.709961,2595.469971,2585.02002,2594.379883,2594.379883,3899360000
11/9/2017,2584,2586.5,2566.330078,2584.620117,2584.620117,3831610000
11/10/2017,2580.179932,2583.810059,2575.570068,2582.300049,2582.300049,3486910000
11/13/2017,2576.530029,2587.659912,2574.47998,2584.840088,2584.840088,3402930000
11/14/2017,2577.75,2579.659912,2566.560059,2578.870117,2578.870117,3641760000
11/15/2017,2569.449951,2572.840088,2557.449951,2564.620117,2564.620117,3558890000
11/16/2017,2572.949951,2590.090088,2572.949951,2585.639893,2585.639893,3312710000
11/17/2017,2582.939941,2583.959961,2577.620117,2578.850098,2578.850098,3300160000
11/20/2017,2579.48999,2584.639893,2578.23999,2582.139893,2582.139893,3003540000
11/21/2017,2589.169922,2601.189941,2589.169922,2599.030029,2599.030029,3332720000
11/22/2017,2600.310059,2600.939941,2595.22998,2597.080078,2597.080078,2762950000
11/24/2017,2600.419922,2604.209961,2600.419922,2602.419922,2602.419922,1349780000
11/27/2017,2602.659912,2606.409912,2598.870117,2601.419922,2601.419922,3006860000
11/28/2017,2605.939941,2627.689941,2605.439941,2627.040039,2627.040039,3488420000
11/29/2017,2627.820068,2634.889893,2620.320068,2626.070068,2626.070068,4078280000
11/30/2017,2633.929932,2657.73999,2633.929932,2647.580078,2647.580078,4938490000
12/1/2017,2645.100098,2650.620117,2605.52002,2642.219971,2642.219971,3942320000
12/4/2017,2657.189941,2665.189941,2639.030029,2639.439941,2639.439941,4023150000
12/5/2017,2639.780029,2648.719971,2627.72998,2629.570068,2629.570068,3539040000
12/6/2017,2626.23999,2634.409912,2624.75,2629.27002,2629.27002,3229000000
12/7/2017,2628.379883,2640.98999,2626.530029,2636.97998,2636.97998,3292400000
12/8/2017,2646.209961,2651.649902,2644.100098,2651.5,2651.5,3106150000
12/11/2017,2652.189941,2660.330078,2651.469971,2659.98999,2659.98999,3091950000
12/12/2017,2661.72998,2669.719971,2659.780029,2664.110107,2664.110107,3555680000
12/13/2017,2667.590088,2671.879883,2662.850098,2662.850098,2662.850098,3542370000
12/14/2017,2665.870117,2668.090088,2652.01001,2652.01001,2652.01001,3430030000
12/15/2017,2660.629883,2679.629883,2659.139893,2675.810059,2675.810059,5723920000
12/18/2017,2685.919922,2694.969971,2685.919922,2690.159912,2690.159912,3724660000
12/19/2017,2692.709961,2694.439941,2680.73999,2681.469971,2681.469971,3368590000
12/20/2017,2688.179932,2691.01001,2676.110107,2679.25,2679.25,3241030000
12/21/2017,2683.02002,2692.639893,2682.399902,2684.570068,2684.570068,3273390000
12/22/2017,2684.219971,2685.350098,2678.129883,2683.340088,2683.340088,2399830000
12/26/2017,2679.090088,2682.73999,2677.959961,2680.5,2680.5,1968780000
12/27/2017,2682.100098,2685.639893,2678.909912,2682.620117,2682.620117,2202080000
12/28/2017,2686.100098,2687.659912,2682.689941,2687.540039,2687.540039,2153330000
12/29/2017,2689.149902,2692.120117,2673.610107,2673.610107,2673.610107,2443490000
1/2/2018,2683.72998,2695.889893,2682.360107,2695.810059,2695.810059,3367250000
1/3/2018,2697.850098,2714.370117,2697.77002,2713.060059,2713.060059,3538660000
1/4/2018,2719.310059,2729.290039,2719.070068,2723.98999,2723.98999,3695260000
1/5/2018,2731.330078,2743.449951,2727.919922,2743.149902,2743.149902,3236620000
1/8/2018,2742.669922,2748.51001,2737.600098,2747.709961,2747.709961,3242650000
1/9/2018,2751.149902,2759.139893,2747.860107,2751.290039,2751.290039,3453480000
1/10/2018,2745.550049,2750.800049,2736.060059,2748.22998,2748.22998,3576350000
1/11/2018,2752.969971,2767.560059,2752.780029,2767.560059,2767.560059,3641320000
1/12/2018,2770.179932,2787.850098,2769.639893,2786.23999,2786.23999,3573970000
1/16/2018,2798.959961,2807.540039,2768.639893,2776.419922,2776.419922,4325970000
1/17/2018,2784.98999,2807.040039,2778.379883,2802.560059,2802.560059,3778050000
1/18/2018,2802.399902,2805.830078,2792.560059,2798.030029,2798.030029,3681470000
1/19/2018,2802.600098,2810.330078,2798.080078,2810.300049,2810.300049,3639430000
1/22/2018,2809.159912,2833.030029,2808.120117,2832.969971,2832.969971,3471780000
1/23/2018,2835.050049,2842.23999,2830.590088,2839.129883,2839.129883,3519650000
1/24/2018,2845.419922,2852.969971,2824.810059,2837.540039,2837.540039,4014070000
1/25/2018,2846.23999,2848.560059,2830.939941,2839.25,2839.25,3835150000
1/26/2018,2847.47998,2872.870117,2846.179932,2872.870117,2872.870117,3443230000
1/29/2018,2867.22998,2870.620117,2851.47998,2853.530029,2853.530029,3573830000
1/30/2018,2832.73999,2837.75,2818.27002,2822.429932,2822.429932,3990650000
1/31/2018,2832.409912,2839.26001,2813.040039,2823.810059,2823.810059,4261280000
2/1/2018,2816.449951,2835.959961,2812.699951,2821.97998,2821.97998,3938450000
2/2/2018,2808.919922,2808.919922,2759.969971,2762.129883,2762.129883,4301130000
2/5/2018,2741.060059,2763.389893,2638.169922,2648.939941,2648.939941,5283460000
2/6/2018,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5891660000
2/7/2018,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4626570000
2/8/2018,2685.01001,2685.27002,2580.560059,2581,2581,5305440000
2/9/2018,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5680070000
2/12/2018,2636.75,2672.610107,2622.449951,2656,2656,4055790000
2/13/2018,2646.27002,2668.840088,2637.080078,2662.939941,2662.939941,3472870000
2/14/2018,2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4003740000
2/15/2018,2713.459961,2731.51001,2689.820068,2731.199951,2731.199951,3684910000
2/16/2018,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3637460000
2/20/2018,2722.98999,2737.600098,2706.76001,2716.26001,2716.26001,3627610000
2/21/2018,2720.530029,2747.75,2701.290039,2701.330078,2701.330078,3779400000
2/22/2018,2710.419922,2731.26001,2697.77002,2703.959961,2703.959961,3701270000
2/23/2018,2715.800049,2747.76001,2713.73999,2747.300049,2747.300049,3189190000
2/26/2018,2757.370117,2780.639893,2753.780029,2779.600098,2779.600098,3424650000
2/27/2018,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3745080000
2/28/2018,2753.780029,2761.52002,2713.540039,2713.830078,2713.830078,4230660000
3/1/2018,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4503970000
3/2/2018,2658.889893,2696.25,2647.320068,2691.25,2691.25,3882450000
3/5/2018,2681.060059,2728.090088,2675.75,2720.939941,2720.939941,3710810000
3/6/2018,2730.179932,2732.080078,2711.26001,2728.120117,2728.120117,3370690000
3/7/2018,2710.179932,2730.600098,2701.73999,2726.800049,2726.800049,3393270000
3/8/2018,2732.75,2740.449951,2722.649902,2738.969971,2738.969971,3212320000
3/9/2018,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3364100000
3/12/2018,2790.540039,2796.97998,2779.26001,2783.02002,2783.02002,3185020000
3/13/2018,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3301650000
3/14/2018,2774.060059,2777.110107,2744.379883,2749.47998,2749.47998,3391360000
3/15/2018,2754.27002,2763.030029,2741.469971,2747.330078,2747.330078,3500330000
3/16/2018,2750.570068,2761.850098,2749.969971,2752.01001,2752.01001,5372340000
3/19/2018,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3282130000
3/20/2018,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3261030000
3/21/2018,2714.98999,2739.139893,2709.790039,2711.929932,2711.929932,3415510000
3/22/2018,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3739800000
3/23/2018,2646.709961,2657.669922,2585.889893,2588.26001,2588.26001,3815080000
3/26/2018,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3511100000
3/27/2018,2667.570068,2668.300049,2652.570068,2666.629883,2666.629883,733887133
